k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
0,0.000000,0.3255788982,-0.000101312995,9.999424219e-05,-2.980232239e-08,-2.980232239e-08,0.249999918,0,2.49986e-05,9.99942e-05,0.9999000058,-0.0003124698997,0.3321631364,0.02988228993
1,0.001250,0.329539828,-0.0085895136,5.009770393e-05,-0.0001559555531,-0.0001559555531,0.2495125309,0,1.24757e-05,5.00002e-05,0.5009852424,-1.559541956,0.3334269767,0.02976284205
2,0.002500,0.3327439204,-0.02643796057,3.372877836e-05,-0.0003100633621,-0.0003100633621,0.248061955,0,8.27069e-06,3.33412e-05,0.3372506425,-3.100582659,0.3346784665,0.02969896042
3,0.003750,0.3386459947,-0.1058833525,2.587586641e-05,-0.0004596859217,-0.0004596859217,0.2452113032,0,6.13374e-06,2.5014e-05,0.2587397173,-4.596785776,0.3359174628,0.02973233503
4,0.005000,0.3421995044,-0.1615310982,2.152472734e-05,-0.0006012991071,-0.0006012991071,0.2406042442,0,4.81738e-06,2.00219e-05,0.2152253985,-6.012863241,0.337143824,0.02955140499
5,0.006250,0.3446430862,-0.2076043338,1.897662878e-05,-0.0007309019566,-0.0007309019566,0.2340112105,0,3.90653e-06,1.66936e-05,0.1897373945,-7.30890432,0.3383574103,0.02953037535
6,0.007500,0.3470985293,-0.2484933436,1.748651266e-05,-0.0008444786072,-0.0008444786072,0.2253687978,0,3.22777e-06,1.4322e-05,0.1748432294,-8.444669865,0.3395580833,0.02962951817
7,0.008750,0.347722128,-0.1911755875,1.664459705e-05,-0.0009387508035,-0.0009387508035,0.214796856,0,2.69395e-06,1.25416e-05,0.1664389521,-9.387343191,0.3407457063,0.02970684828
8,0.010000,0.3510223702,-0.3176649362,1.62050128e-05,-0.00101159513,-0.00101159513,0.2025846541,0,2.25956e-06,1.11534e-05,0.1620676741,-10.11574478,0.3419201442,0.02956128979
9,0.011250,0.3509488106,-0.2035154104,1.60112977e-05,-0.00106228888,-0.00106228888,0.1891487539,0,1.90006e-06,1.0045e-05,0.1601276547,-10.6227395,0.3430812636,0.0296390116
