k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
15823,19.778750,-0.380031839,0.01072567236,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3788189139,0.0123801638
15824,19.780000,-0.3815837279,0.01090652496,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3800574549,0.01234006877
15825,19.781250,-0.3829909824,0.01113041677,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3812779184,0.01244400668
15826,19.782500,-0.3839508183,0.01080246456,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3824802644,0.01236113422
15827,19.783750,-0.3852484226,0.01092559285,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3836644555,0.0123622902
15828,19.785000,-0.3863918148,0.01088107657,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3848304568,0.01226387992
15829,19.786250,-0.3872942999,0.01060919184,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3859782363,0.01221138984
15830,19.787500,-0.3884419128,0.01063194405,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3871077647,0.01205717925
15831,19.788750,-0.3894821703,0.01045847405,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.388219015,0.01194072769
15832,19.790000,-0.3907850534,0.01062940061,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3893119634,0.01188165489
