k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
0,0.000000,0.3252166659,-0.0007865186781,0.0001000165939,-2.384185791e-07,-2.384185791e-07,0.2499938607,0,2.50035e-05,0.000100017,0.9998999955,-0.002499684691,0.3321631364,0.02966706565
1,0.010000,0.3412679136,-0.1212705141,5.561113358e-05,-0.001110732555,-0.001110732555,0.2222279906,0,1.11246e-05,5.00583e-05,0.5557320621,-11.1056394,0.3419201442,0.02933050891
2,0.020000,0.3515089303,-0.1250376068,5.000829697e-05,-0.001665532589,-0.001665532589,0.1667248607,0,5.56363e-06,3.33668e-05,0.500297796,-16.65247171,0.3508253296,0.02915111728
3,0.030000,0.3593226634,-0.08655001968,5.000829697e-05,-0.001665890217,-0.001665890217,0.111213088,0,2.78639e-06,2.50489e-05,0.5001489427,-16.65624069,0.3588144492,0.02924680783
4,0.040000,0.3619766086,0.06064364314,4.857778549e-05,-0.001428127289,-0.001428127289,0.07154595852,0,1.436e-06,2.0063e-05,0.4859068627,-14.2791054,0.3658309542,0.02873635328
5,0.050000,0.3614051864,0.223547807,4.577636719e-05,-0.001162171364,-0.001162171364,0.04663848877,0,7.84298e-07,1.68061e-05,0.4578352179,-11.61970921,0.3718267185,0.02867816537
6,0.060000,0.3767031655,-0.05465009902,4.243850708e-05,-0.0009371638298,-0.0009371638298,0.03137880564,0,4.53394e-07,1.44362e-05,0.4245541841,-9.370027438,0.376762676,0.0289598765
7,0.070000,0.3820945658,-0.06614768319,3.916025162e-05,-0.0007607936859,-0.0007607936859,0.02186340094,0,2.77369e-07,1.26711e-05,0.3918086262,-7.606741577,0.380609358,0.02917989197
8,0.080000,0.3831507117,-0.03026262857,3.618001938e-05,-0.0006251335144,-0.0006251335144,0.0157418251,0,1.78748e-07,1.13371e-05,0.3617345002,-6.250285283,0.3833473249,0.02876948329
9,0.090000,0.3865855485,-0.0638178261,3.349781036e-05,-0.0005204677582,-0.0005204677582,0.01166975498,0,1.20025e-07,1.02647e-05,0.3349187477,-5.203725725,0.3849674875,0.02899060667
10,0.100000,0.3863803633,-0.04257053044,3.111362457e-05,-0.0004389286041,-0.0004389286041,0.008873820305,0,8.34384e-08,9.37979e-06,0.311165846,-4.388341546,0.385471313,0.0290045583
11,0.110000,0.388157621,-0.07835918013,2.902746201e-05,-0.0003743767738,-0.0003743767738,0.006898641586,0,6.00921e-08,8.6851e-06,0.2904862575,-3.743340388,0.3848709138,0.02931577587
12,0.120000,0.3834438697,-0.03581174742,2.717971802e-05,-0.0003228783607,-0.0003228783607,0.005467534065,0,4.43556e-08,8.08431e-06,0.271701389,-3.228298604,0.3831890168,0.02927022695
13,0.130000,0.3821151033,-0.04784179479,2.551078796e-05,-0.0002811551094,-0.0002811551094,0.004406273365,0,3.33593e-08,7.54012e-06,0.2552152686,-2.811362624,0.3804588148,0.02948110981
