k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
78,0.390000,0.2112510949,0.005374186672,4.382804036e-06,-1.117121428e-05,-1.125503331e-05,5.253497511e-05,8.3819e-08,1.04516e-10,1.89967e-06,0.04370117188,-0.11328125,0.2070786955,0.02969808849
79,0.395000,0.2107758671,0.008215365931,4.342757165e-06,-1.093652099e-05,-1.102127135e-05,5.132891238e-05,8.47504e-08,1.02373e-10,1.90398e-06,0.04345703125,-0.109375,0.2072187985,0.02984813351
80,0.400000,0.2108013593,0.01016670465,4.30457294e-06,-1.071300358e-05,-1.078657806e-05,5.014892668e-05,7.35745e-08,1.00312e-10,1.90908e-06,0.04296875,-0.109375,0.2076194013,0.03000913587
81,0.405000,0.2107064612,0.01233088132,4.267320037e-06,-1.049507409e-05,-1.056678593e-05,4.903692752e-05,7.17118e-08,9.83558e-11,1.9139e-06,0.04272460938,-0.10546875,0.2082800482,0.02974616766
82,0.410000,0.2119632997,0.01189614646,4.232861102e-06,-1.028645784e-05,-1.034606248e-05,4.794914275e-05,5.96046e-08,9.65368e-11,1.9207e-06,0.04223632812,-0.10546875,0.2091995959,0.02971405722
83,0.415000,0.2132394612,0.01238336693,4.198402166e-06,-1.008342952e-05,-1.014024019e-05,4.692468792e-05,5.68107e-08,9.47595e-11,1.92613e-06,0.0419921875,-0.1015625,0.2103762181,0.02970032604
84,0.420000,0.2153789699,0.01160469465,4.163011909e-06,-9.886920452e-06,-9.950250387e-06,4.596170038e-05,6.33299e-08,9.29608e-11,1.92881e-06,0.04174804688,-0.09765625,0.2118074121,0.02978310419
85,0.425000,0.2185482234,0.009497107007,4.129484296e-06,-9.699724615e-06,-9.759329259e-06,4.501827061e-05,5.96046e-08,9.12385e-11,1.93239e-06,0.04125976562,-0.09765625,0.2134900061,0.02969285047
86,0.430000,0.2201744653,0.01049079187,4.096888006e-06,-9.518116713e-06,-9.567476809e-06,4.40934673e-05,4.93601e-08,8.9581e-11,1.93674e-06,0.041015625,-0.09765625,0.2154201701,0.02969820149
87,0.435000,0.2230399586,0.009705238044,4.064291716e-06,-9.342096746e-06,-9.39052552e-06,4.322547466e-05,4.84288e-08,8.79532e-11,1.93942e-06,0.04077148438,-0.09375,0.2175934271,0.02938241715
88,0.440000,0.2259630039,0.009565340355,4.033558071e-06,-9.17352736e-06,-9.212642908e-06,4.237424582e-05,3.91155e-08,8.64062e-11,1.94326e-06,0.04028320312,-0.09375,0.220004667,0.02927682505
89,0.445000,0.2285231985,0.01010282896,4.003755748e-06,-9.009614587e-06,-9.049661458e-06,4.157610238e-05,4.00469e-08,8.49262e-11,1.94635e-06,0.0400390625,-0.08984375,0.2226481616,0.02939290281
90,0.450000,0.231258031,0.01083549112,3.974884748e-06,-8.850358427e-06,-8.885748684e-06,4.079286009e-05,3.53903e-08,8.35045e-11,1.95024e-06,0.03979492188,-0.08984375,0.2255175814,0.02916367859
91,0.455000,0.2343672588,0.0112524638,3.946945071e-06,-8.695758879e-06,-8.736737072e-06,4.005990922e-05,4.09782e-08,8.21413e-11,1.95325e-06,0.03955078125,-0.0859375,0.2286060145,0.02924551492
92,0.460000,0.2374279387,0.01169101242,3.919936717e-06,-8.546747267e-06,-8.586794138e-06,3.933999687e-05,4.00469e-08,8.08207e-11,1.95677e-06,0.03930664062,-0.0859375,0.2319059867,0.02943171073
93,0.465000,0.2407128736,0.01168987062,3.893859684e-06,-8.404254913e-06,-8.434988558e-06,3.863312304e-05,3.07336e-08,7.95419e-11,1.96079e-06,0.03881835938,-0.0859375,0.2354094825,0.02894910555
94,0.470000,0.2448124588,0.01124843489,3.867782652e-06,-8.26548785e-06,-8.29808414e-06,3.797281533e-05,3.25963e-08,7.82826e-11,1.96308e-06,0.03857421875,-0.08203125,0.2391079691,0.02911497851
95,0.475000,0.2480431534,0.01270150673,3.843568265e-06,-8.131377399e-06,-8.160248399e-06,3.73236835e-05,2.8871e-08,7.71019e-11,1.96686e-06,0.03833007812,-0.08203125,0.2429924202,0.02959979392
96,0.480000,0.2523183748,0.01276834588,3.820285201e-06,-8.000992239e-06,-8.020550013e-06,3.668572754e-05,1.95578e-08,7.59775e-11,1.97168e-06,0.0380859375,-0.08203125,0.247053342,0.02946180548
97,0.485000,0.2571318969,0.01156607177,3.797002137e-06,-7.874332368e-06,-7.895752788e-06,3.609061241e-05,2.14204e-08,7.48622e-11,1.97458e-06,0.03784179688,-0.078125,0.2512808002,0.02978517094
98,0.490000,0.262055289,0.01098520402,3.77278775e-06,-7.750466466e-06,-7.77002424e-06,3.550574183e-05,1.95578e-08,7.37342e-11,1.97669e-06,0.03784179688,-0.078125,0.2556644483,0.02976092641
99,0.495000,0.2660863884,0.01203655638,3.750436008e-06,-7.630325854e-06,-7.64336437e-06,3.493111581e-05,1.30385e-08,7.26855e-11,1.98047e-06,0.03759765625,-0.078125,0.2601935568,0.02963090288
