k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
0,0.000000,0.3501977473,-0.0004314016551,0.0001000165939,-1.192092896e-07,-1.192092896e-07,0.2499985099,0,2.5004e-05,0.000100017,0.9998999937,-0.0012498945,0.3321631364,0.02976457986
1,0.005000,0.3397028893,0.1831180956,5.155801773e-05,-0.0006058812141,-0.0006058812141,0.2424254417,0,1.21319e-05,5.00435e-05,0.5153090702,-6.058058932,0.337143824,0.02952618409
2,0.010000,0.3493422531,0.02007007599,3.892183304e-05,-0.001110136509,-0.001110136509,0.2222468853,0,7.41785e-06,3.33758e-05,0.3893740904,-11.09934498,0.3419201442,0.02939892084
3,0.015000,0.3513752855,0.1180997789,3.576278687e-05,-0.001427590847,-0.001427590847,0.190540731,0,4.77625e-06,2.50654e-05,0.3573343549,-14.27345845,0.3464834012,0.02946617007
4,0.020000,0.3511816934,0.2821350321,3.546476364e-05,-0.001536786556,-0.001536786556,0.1539660692,0,3.09866e-06,2.01236e-05,0.3543670643,-15.3655252,0.3508253296,0.02910480998
5,0.025000,0.3480265848,0.5141255762,3.534555435e-05,-0.001490950584,-0.001490950584,0.1195807457,0,2.00371e-06,1.67536e-05,0.3536209557,-14.90716487,0.3549381213,0.0290632507
6,0.030000,0.3525194041,0.4043574231,3.47495079e-05,-0.001362800598,-0.001362800598,0.09111899137,0,1.30911e-06,1.43639e-05,0.3475894248,-13.6255832,0.3588144492,0.02926203634
7,0.035000,0.3550770804,0.3730925247,3.36766243e-05,-0.00120651722,-0.00120651722,0.06918299198,0,8.74166e-07,1.26317e-05,0.3364966391,-12.06326611,0.3624474918,0.02941719656
8,0.040000,0.3582618125,0.3165661218,3.218650818e-05,-0.001052498817,-0.001052498817,0.05284667015,0,5.93196e-07,1.12204e-05,0.3220202019,-10.52323233,0.3658309542,0.02912657958
9,0.045000,0.3656176217,0.1471251613,3.057718277e-05,-0.0009141564369,-0.0009141564369,0.04081207514,0,4.12236e-07,1.00958e-05,0.3057509307,-9.139842778,0.3689590897,0.02928252321
10,0.050000,0.3659907021,0.1942900838,2.896785736e-05,-0.0007940530777,-0.0007940530777,0.03193384409,0,2.94535e-07,9.21758e-06,0.2898857389,-7.939483702,0.3718267185,0.02929197429
