k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
61,1.220000,0.3688480407,0.03269714676,7.680617273e-06,-9.064562619e-06,-9.064562619e-06,2.520997077e-05,0,1.11462e-10,3.83633e-06,0.0768053513,-0.09064802527,0.3708482129,0.03094977551
62,1.240000,0.3626732267,0.03218070045,7.607042789e-06,-8.841976523e-06,-8.841976523e-06,2.454221249e-05,0,1.08513e-10,3.83206e-06,0.07606656663,-0.08842308819,0.3661430006,0.0306656427
63,1.260000,0.3530402519,0.0311217336,7.536262274e-06,-8.631497622e-06,-8.631497622e-06,2.391636372e-05,0,1.05737e-10,3.82759e-06,0.07535844948,-0.0863121599,0.3577255667,0.0298882024
64,1.280000,0.3378731459,0.03161662817,7.468275726e-06,-8.431263268e-06,-8.431263268e-06,2.332776785e-05,0,1.03132e-10,3.82361e-06,0.07468114421,-0.08431574702,0.3455293204,0.02967549934
65,1.300000,0.3203977905,0.0315837888,7.403083146e-06,-8.241273463e-06,-8.241273463e-06,2.277269959e-05,0,1.0067e-10,3.81958e-06,0.07402680255,-0.08240914345,0.3296559659,0.02961293917
66,1.320000,0.3003561869,0.0309057245,7.340684533e-06,-8.059665561e-06,-8.059665561e-06,2.225115895e-05,0,9.83805e-11,3.81691e-06,0.07340352051,-0.08060061932,0.3103751029,0.02903545492
67,1.340000,0.2783114463,0.03028040472,7.280148566e-06,-7.887370884e-06,-7.887370884e-06,2.176035196e-05,0,9.6208e-11,3.81372e-06,0.07280341908,-0.07887396216,0.2881162954,0.02937736274
68,1.360000,0.2514092103,0.03114522528,7.221475244e-06,-7.723458111e-06,-7.723458111e-06,2.129748464e-05,0,9.41475e-11,3.8103e-06,0.07221857365,-0.07723015547,0.2634539257,0.02916132595
69,1.380000,0.2242695689,0.03165963758,7.165595889e-06,-7.566995919e-06,-7.566995919e-06,2.086069435e-05,0,9.22199e-11,3.80783e-06,0.07165706996,-0.07566875219,0.2370854813,0.02926540922
70,1.400000,0.1967040859,0.03119475115,7.11157918e-06,-7.417984307e-06,-7.417984307e-06,2.044811845e-05,0,9.03919e-11,3.80527e-06,0.07111899275,-0.07418140769,0.209804215,0.02886403231
71,1.420000,0.1709946692,0.02957892045,7.059425116e-06,-7.276423275e-06,-7.276423275e-06,2.005696297e-05,0,8.86443e-11,3.80215e-06,0.07059638202,-0.07276032865,0.1824673814,0.02892173525
72,1.440000,0.1475101449,0.02735995594,7.010065019e-06,-7.141381502e-06,-7.141381502e-06,1.968815923e-05,0,8.70159e-11,3.80014e-06,0.07009734306,-0.07141372561,0.1559614473,0.02916598937
73,1.460000,0.1240275167,0.02684999537,6.962567568e-06,-7.012858987e-06,-7.012858987e-06,1.933798194e-05,0,8.54618e-11,3.79785e-06,0.06962195318,-0.07012450695,0.1311658172,0.02920463483
74,1.480000,0.1046239585,0.02628281806,6.916932762e-06,-6.888993084e-06,-6.888993084e-06,1.900922507e-05,0,8.40273e-11,3.79716e-06,0.06917028595,-0.06889288127,0.1089166808,0.02957642774
75,1.500000,0.08810281754,0.02561011817,6.872229278e-06,-6.770715117e-06,-6.770715117e-06,1.869536936e-05,0,8.26363e-11,3.79552e-06,0.06872625742,-0.06771150231,0.08997258888,0.02954128058
76,1.520000,0.07442159206,0.02663731109,6.82938844e-06,-6.658025086e-06,-6.658025086e-06,1.839920878e-05,0,8.1326e-11,3.79418e-06,0.06828988902,-0.06658047438,0.07498328177,0.02968116373
