k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
0,0.000000,0.3255789019,-0.000101307407,9.998958558e-05,-3.166496754e-08,-3.166496754e-08,0.2499999134,0,2.49974e-05,9.99896e-05,0.9999000104,-0.0003124624491,0.3321631364,0.02988228993
1,0.001250,0.3295397758,-0.008589858189,5.009770393e-05,-0.0001559602097,-0.0001559602097,0.2495124973,0,1.24757e-05,5.00002e-05,0.5009759814,-1.559609234,0.3334269767,0.02976284205
2,0.002500,0.3327439353,-0.02643882856,3.372598439e-05,-0.0003100642934,-0.0003100642934,0.2480618693,0,8.26999e-06,3.33384e-05,0.3372588959,-3.100645006,0.3346784665,0.02969896042
3,0.003750,0.3386454508,-0.1058891062,2.587027848e-05,-0.0004597064108,-0.0004597064108,0.2452110453,0,6.13235e-06,2.50084e-05,0.2587074637,-4.597071394,0.3359174628,0.02973233503
4,0.005000,0.3421984203,-0.1615474429,2.151541412e-05,-0.000601365231,-0.000601365231,0.2406032644,0,4.81504e-06,2.00122e-05,0.2151539735,-6.013661385,0.337143824,0.02955140499
5,0.006250,0.3446417823,-0.2076364923,1.896638423e-05,-0.0007310174406,-0.0007310174406,0.2340086196,0,3.90391e-06,1.66826e-05,0.1896668831,-7.310182184,0.3383574103,0.02953037535
6,0.007500,0.3470968902,-0.2485473789,1.74716115e-05,-0.0008446983993,-0.0008446983993,0.2253628913,0,3.22394e-06,1.43053e-05,0.1747190757,-8.446997061,0.3395580833,0.02962951817
7,0.008750,0.3477216735,-0.191223002,1.662969589e-05,-0.0009390823543,-0.0009390823543,0.2147850413,0,2.68993e-06,1.25236e-05,0.1662991494,-9.390839487,0.3407457063,0.02970684828
8,0.010000,0.3510205187,-0.3177702986,1.619476825e-05,-0.001012003981,-0.001012003981,0.202564436,0,2.25633e-06,1.11386e-05,0.1619459428,-10.12005651,0.3419201442,0.02956128979
9,0.011250,0.3509484008,-0.2035892857,1.60029158e-05,-0.001062735915,-0.001062735915,0.1891185949,0,1.89704e-06,1.00306e-05,0.1600316046,-10.6273752,0.3430812636,0.0296390116
10,0.012500,0.3530957922,-0.2434642594,1.594237983e-05,-0.001092017628,-0.001092017628,0.1749318019,0,1.59633e-06,9.12507e-06,0.1594266435,-10.92019665,0.3442289326,0.02964348715
11,0.013750,0.3543199338,-0.2273266343,1.593586057e-05,-0.001101811416,-0.001101811416,0.1604905361,0,1.34357e-06,8.37123e-06,0.1593608344,-11.01813214,0.3453630212,0.02975306207
12,0.015000,0.3519746661,0.03510590922,1.593306661e-05,-0.001094912179,-0.001094912179,0.1462301165,0,1.13106e-06,7.73437e-06,0.1593279261,-10.94914034,0.3464834012,0.02973650098
13,0.016250,0.3501013666,0.2314312654,1.590326428e-05,-0.001074505039,-0.001074505039,0.1325011486,0,9.5264e-07,7.1892e-06,0.1590316342,-10.74507162,0.3475899458,0.02981060223
14,0.017500,0.3483522385,0.3960110806,1.58296898e-05,-0.001043818891,-0.001043818891,0.119556413,0,8.02983e-07,6.71584e-06,0.1582998876,-10.43820551,0.3486825305,0.02975389225
15,0.018750,0.349512551,0.3565196516,1.570954919e-05,-0.001005806029,-0.001005806029,0.1075544795,0,6.77987e-07,6.30311e-06,0.1570973266,-10.05807546,0.3497610321,0.02977858439
16,0.020000,0.351976268,0.2475999109,1.554284245e-05,-0.0009630238637,-0.0009630238637,0.09657360055,0,5.73613e-07,5.93906e-06,0.1554265581,-9.630256265,0.3508253296,0.02989124017
17,0.021250,0.3511582986,0.3378655529,1.533515751e-05,-0.0009175436571,-0.0009175436571,0.0866298005,0,4.86595e-07,5.61632e-06,0.1533554643,-9.175449252,0.3518753037,0.02991280111
18,0.022500,0.351767838,0.3354350515,1.509301364e-05,-0.0008710008115,-0.0008710008115,0.07769479882,0,4.14006e-07,5.32795e-06,0.1509319078,-8.710021272,0.352910837,0.02998873156
