k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
0,0.000000,0.3422500566,-0.003006642684,0.0001000165939,-1.013278961e-06,-1.013278961e-06,0.2499004006,0,2.49942e-05,0.000100017,0.9999000337,-0.009994983673,0.3321631364,0.0293341313
1,0.040000,0.3739549741,-0.0787349008,8.33272934e-05,-0.001665532589,-0.001665532589,0.0834274292,0,4.17778e-06,5.00569e-05,0.833399523,-16.65230341,0.3658309542,0.02866501781
2,0.080000,0.3714585081,0.159044764,7.778406143e-05,-0.00111079216,-0.00111079216,0.02786743641,0,9.33783e-07,3.34548e-05,0.7779542143,-11.10625909,0.3833473249,0.02831023456
3,0.120000,0.3779193647,-0.06163350772,6.78896904e-05,-0.000714302063,-0.000714302063,0.01197332144,0,3.02638e-07,2.51862e-05,0.6790359598,-7.141928077,0.3831890168,0.02850561566
4,0.160000,0.3685143739,-0.1520118788,5.912780762e-05,-0.0004879832268,-0.0004879832268,0.006151795387,0,1.25615e-07,2.02911e-05,0.5910309525,-4.87911284,0.3664608987,0.02748870657
5,0.200000,0.3303503245,-0.07821514364,5.203485489e-05,-0.0003523230553,-0.0003523230553,0.00356644392,0,6.14479e-08,1.70621e-05,0.5200228831,-3.522597253,0.3368062767,0.02737633073
6,0.240000,0.3075934276,-0.1409079973,4.631280899e-05,-0.0002657771111,-0.0002657771111,0.002251565456,0,3.36388e-08,1.47336e-05,0.4630399998,-2.657279998,0.2998669599,0.027943753
7,0.280000,0.2709970176,-0.09465703927,4.172325134e-05,-0.0002074837685,-0.0002074837685,0.001513779163,0,2.01103e-08,1.30378e-05,0.4169562198,-2.074357197,0.2623848341,0.02838778395
8,0.320000,0.2401697077,-0.04995320551,3.790855408e-05,-0.0001664161682,-0.0001664161682,0.001068174839,0,1.27986e-08,1.16948e-05,0.3792082872,-1.663706988,0.231101253,0.02757096659
9,0.360000,0.2205142789,-0.007919901982,3.47495079e-05,-0.0001364350319,-0.0001364350319,0.0007832050323,0,8.60147e-09,1.06546e-05,0.3475894248,-1.364307925,0.2116472066,0.02801721334
10,0.400000,0.2249925025,-0.003822281957,3.212690353e-05,-0.0001139044762,-0.0001139044762,0.0005924105644,0,6.05809e-09,9.85565e-06,0.321197411,-1.13875404,0.2076194013,0.02804911661
11,0.440000,0.2374725975,0.02621759381,2.980232239e-05,-9.655952454e-05,-9.655952454e-05,0.0004597902298,0,4.37907e-09,9.11399e-06,0.2982015889,-0.9657047242,0.220004667,0.02867555175
12,0.480000,0.2667978592,0.03654000629,2.783536911e-05,-8.296966553e-05,-8.296966553e-05,0.0003647208214,0,3.26817e-09,8.50984e-06,0.278589854,-0.8293207288,0.247053342,0.0285884539
13,0.520000,0.3022488207,0.05280387495,2.616643906e-05,-7.206201553e-05,-7.206201553e-05,0.0002948045731,0,2.52105e-09,8.05668e-06,0.2614436615,-0.7205105573,0.2846225509,0.02901421962
14,0.560000,0.3406082802,0.0594858788,2.467632294e-05,-6.318092346e-05,-6.318092346e-05,0.0002421736717,0,1.98413e-09,7.65496e-06,0.2465199819,-0.6317916512,0.3269268672,0.02870000534
15,0.600000,0.3691108115,0.07656318415,2.336502075e-05,-5.59091568e-05,-5.59091568e-05,0.0002018213272,0,1.58973e-09,7.29599e-06,0.233439927,-0.558702603,0.3675616969,0.02884627098
