t,naive_lambda_min,joseph_lambda_min,naive_sym_resid,joseph_sym_resid,naive_p00,joseph_p00,naive_angle_err_deg,joseph_angle_err_deg
4.1,2.05782e-06,2.06676e-06,4.47035e-08,0,2.56673e-06,2.56207e-06,-0.00253486,-0.000189115
4.2,2.0589e-06,2.06676e-06,3.72529e-08,0,2.56673e-06,2.56207e-06,-0.00159149,0.000912844
4.3,2.05812e-06,2.06676e-06,4.00469e-08,0,2.56673e-06,2.56207e-06,-0.00174479,0.000464777
4.4,2.05733e-06,2.06676e-06,4.28408e-08,0,2.56673e-06,2.56207e-06,-0.00232699,0.000361117
4.5,2.05655e-06,2.06676e-06,4.56348e-08,0,2.56673e-06,2.56207e-06,-0.00214531,0.00136136
4.6,2.05763e-06,2.06676e-06,3.81842e-08,0,2.56673e-06,2.56207e-06,-0.00221489,0.00186551
4.7,2.05684e-06,2.06676e-06,4.09782e-08,0,2.56673e-06,2.56207e-06,-0.00252082,0.00270043
4.8,2.05606e-06,2.06676e-06,4.37722e-08,0,2.56673e-06,2.56207e-06,-0.00173023,0.00444256
4.9,2.05527e-06,2.06676e-06,4.65661e-08,0,2.56673e-06,2.56207e-06,-0.00152607,0.00462537
5,2.05635e-06,2.06676e-06,3.91155e-08,0,2.56673e-06,2.56207e-06,-0.00155036,0.00490395
5.1,2.05557e-06,2.06676e-06,4.19095e-08,0,2.56673e-06,2.56207e-06,-0.00123991,0.00489296
5.2,2.05478e-06,2.06676e-06,4.47035e-08,0,2.56673e-06,2.56207e-06,-0.00166247,0.00447701
5.3,2.05586e-06,2.06676e-06,3.72529e-08,0,2.56673e-06,2.56207e-06,-0.00127319,0.00472777
5.4,2.05635e-06,2.06676e-06,4.00469e-08,0,2.56673e-06,2.56207e-06,-0.000471019,0.00499292
5.5,2.05665e-06,2.06676e-06,5.30854e-08,0,2.56673e-06,2.56207e-06,0.000392547,0.00573055
5.6,2.05882e-06,2.06676e-06,5.58794e-08,0,2.56673e-06,2.56207e-06,-0.000149817,0.00485479
5.7,2.05264e-06,2.06676e-06,5.86733e-08,0,2.55834e-06,2.56207e-06,-0.000819194,0.00369257
5.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000646467,0.00327982
5.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-7.63057e-05,0.00380303
6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000372921,0.00340744
6.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000597443,0.00375726
6.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000241909,0.00182871
6.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000655841,0.0012263
6.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000828074,0.000651733
6.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000885669,0.00091857
6.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,1.51195e-05,0.00196642
6.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00109946,0.00348704
6.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000487868,0.00358557
6.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000867838,0.00434291
7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000267902,0.00494167
7.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000262701,0.00551457
7.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000555085,0.0060028
7.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000417899,0.00508035
7.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,1.622e-05,0.00325971
7.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000135473,0.00248442
7.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000230473,0.00255722
7.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000196688,0.00282567
7.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000772877,0.00302386
7.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000886906,0.00355848
8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00113982,0.00298178
8.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000754055,0.00310436
8.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000680261,0.00274935
8.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000125358,0.00318685
8.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00150959,0.00421199
8.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00104465,0.00326489
8.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000232915,0.00171763
8.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,4.39904e-05,0.000457001
8.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000380441,-0.000740946
8.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000133723,-0.000482488
9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000464206,-0.000780809
9.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000476101,-0.00217469
9.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00135955,-0.00265665
9.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00233182,-0.00295892
9.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00158551,-0.00193471
9.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000248547,-0.00131598
9.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000663781,-0.00123053
9.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000835164,-0.00121475
9.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.0001785,-0.00156512
9.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000927065,-0.00284507
10,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000801909,-0.00295235
10.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000519238,-0.00342121
10.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00112754,-0.00356677
10.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000527623,-0.00281488
10.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000579234,-0.0030381
10.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000933911,-0.00388093
10.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000116869,-0.00301266
10.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-5.8031e-05,-0.00251882
10.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-6.2356e-05,-0.00163436
10.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-7.36331e-05,-0.00014727
11,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000644196,-0.000389986
11.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000726773,-0.000206401
11.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000239937,9.98617e-05
11.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000553693,-0.000348574
11.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000926127,-0.000538304
11.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00129611,-0.000981283
11.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00233467,-0.00191227
11.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00247367,-0.00200665
11.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00195719,-0.000794773
11.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.0013807,0.000353958
12,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00196176,0.0007208
12.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00179969,0.000456196
12.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00194325,7.61398e-05
12.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00263822,-0.00104699
12.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00301434,-0.000812457
12.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00283868,0.000137364
12.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00377648,-0.000621358
12.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00423588,-0.000442566
12.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.0038306,-0.000400131
12.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00326743,0.000185231
13,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00183441,0.00178239
13.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00148772,0.000954076
13.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00214083,-0.000377358
13.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00180564,-0.000247715
13.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00115366,-0.000432859
13.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000506491,-2.02672e-05
13.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000795487,-0.000431779
13.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000159587,4.74571e-05
13.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000948431,-0.00119325
13.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000690243,-0.00115342
14,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000664356,-0.00171407
14.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000402692,-0.00177726
14.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00104257,-0.000972762
14.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00106441,-0.000635033
14.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00091484,-0.000774991
14.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000699491,-0.00102492
14.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000525956,-0.00108512
14.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00096904,-0.00142687
14.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00148626,-0.000809644
14.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00194806,-0.000899414
15,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00214899,-0.00040473
15.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00349936,-0.00063453
15.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00389204,-0.000944169
15.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00320003,5.56218e-05
15.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00173068,0.00152027
15.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000791234,0.00270454
15.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000878113,0.00366141
15.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00153121,0.00307505
15.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00145648,0.00176191
15.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00170545,0.00152359
16,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00280433,0.00170168
16.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00274987,0.000971243
16.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00294872,0.000624108
16.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00219486,-0.000936138
16.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00212888,-0.00140446
16.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00233953,-0.000608123
16.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00146419,-0.00141218
16.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00187586,-0.000298052
16.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00258342,0.000930298
16.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00120732,-0.000566185
17,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00137601,-0.00114283
17.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00103884,-0.000672122
17.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000747255,-0.000522735
17.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000270824,-0.00195965
17.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000180214,-0.00281688
17.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00032475,-0.00258129
17.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000653442,-0.00239087
17.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.0017422,-0.00252426
17.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00223462,-0.00166857
17.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00135484,-0.000790284
18,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.0022474,-0.00134475
18.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00362775,-0.00252532
18.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00378792,-0.00246201
18.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00344804,-0.00139685
18.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.0046349,-0.00144007
18.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00547578,-0.0014957
18.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00564857,-0.00125825
18.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.0066293,-0.00204838
18.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00688987,-0.00181291
18.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00722143,-0.00162686
19,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00518775,-0.000769679
19.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00433789,-0.00114691
19.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00404283,-0.00163369
19.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00418219,-0.00257518
19.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00370686,-0.00361017
19.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00309404,-0.00328977
19.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00235473,-0.00291438
19.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.0026643,-0.00277508
19.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00330571,-0.00331062
19.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00363783,-0.0031356
20,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00397491,-0.00245114
20.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00367731,-0.00135056
20.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00322248,-0.000463298
20.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00247377,-0.000148942
20.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00207849,0.000110583
20.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00210909,-3.71936e-05
20.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00126045,0.000573883
20.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000658345,0.000845148
20.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00031661,0.00133672
20.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000476022,0.00119631
21,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000410958,0.00175934
21.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00122196,0.000930622
21.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000611583,0.00137643
21.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000261327,0.00220309
21.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00101809,0.00315893
21.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00197596,0.00340838
21.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00312203,0.00348018
21.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00351077,0.00333575
21.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00312479,0.00235768
21.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00305951,0.00230733
22,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00311514,0.00171602
22.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00313777,0.000768758
22.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00353955,0.00116883
22.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.0023265,-0.000339838
22.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00212084,-0.00107483
22.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00329942,0.00121706
22.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00348032,0.00102487
22.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00399061,0.00115758
22.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00389272,0.000778366
22.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00370811,-0.000286264
23,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00409525,0.000394787
23.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.0036594,-0.000592177
23.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00327252,-0.000807237
23.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00198781,-0.00155492
23.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000800659,-0.00286758
23.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000845148,-0.0036769
23.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000931156,-0.0023053
23.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00082816,-0.00189346
23.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000386065,-0.00139202
23.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-8.56219e-05,-0.00160278
24,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,7.56864e-05,-0.00231915
24.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00128869,-0.00151724
24.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00229617,-0.00156139
24.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00263893,-0.00136719
24.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00382863,-0.000289121
24.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00387051,-0.000565919
24.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00293961,-0.000908348
24.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00186638,-0.00218862
24.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00219155,-0.00131895
24.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00294574,-0.000491544
25,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00272152,-0.000430823
25.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00331177,-0.000352202
25.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.0034086,-0.00021524
25.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.0042844,-2.05451e-05
25.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.0047217,0.000528387
25.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00367381,-0.00072398
25.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.0032647,-0.000632349
25.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000806689,-0.00307179
25.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000763444,-0.0035444
25.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000605269,-0.00317513
26,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00173175,-0.00292212
26.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00191024,-0.00171963
26.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.0030598,-0.000988116
26.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00280185,-0.000372007
26.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00296671,-0.000724707
26.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00416506,-0.00170833
26.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00337286,-0.0013095
26.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00346261,-0.00137984
26.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00443619,-0.0028565
26.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00427093,-0.00253478
27,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00462621,-0.0037067
27.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00473875,-0.00388092
27.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00361776,-0.00241885
27.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00268956,-0.00205222
27.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00268211,-0.00207401
27.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00167339,-0.00311734
