t,naive_lambda_min,joseph_lambda_min,naive_sym_resid,joseph_sym_resid,naive_p00,joseph_p00,naive_angle_err_deg,joseph_angle_err_deg
51.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00199191,0.000117761
51.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00144932,0.000485545
51.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00080913,0.00113705
51.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000144576,0.00129525
51.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000387529,0.000273933
51.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000441911,-0.000160377
51.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000838377,-0.000879996
51.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00106633,-0.00120165
51.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000660984,-0.000413816
52,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000206312,-0.00114269
52.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000351417,-0.00252576
52.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00168359,-0.0048639
52.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.0023163,-0.00524688
52.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00167326,-0.00481621
52.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00131142,-0.00401703
52.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00144883,-0.00397579
52.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00250984,-0.0041969
52.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00322172,-0.00362833
52.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00392056,-0.00403625
53,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00362137,-0.00318509
53.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00295886,-0.00174863
53.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00301181,-0.00160223
53.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00305016,-0.00116183
53.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00332773,-0.0018078
53.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00269312,-0.000194762
53.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00261059,-0.000714787
53.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00180263,2.91375e-05
53.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000968113,3.69929e-05
53.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000521839,-0.000376485
54,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.0001683,-4.59976e-05
54.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000626224,0.000273832
54.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00116493,0.000473162
54.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00081742,0.000256489
54.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000436725,-0.000170307
54.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000668714,-0.00139208
54.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00111862,-0.00219723
54.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000193426,-0.00315422
54.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000207933,-0.00274996
54.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000152653,-0.00226566
55,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000238026,-0.00232081
55.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.0010927,-0.00293557
55.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00172598,-0.00275627
55.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00103019,-0.000941185
55.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00110825,0.000450101
55.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00093931,0.00104337
55.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.0011163,0.00111098
55.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00160344,0.00096876
55.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00236693,-0.00018383
55.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00274618,-0.000121467
56,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00158445,0.00183747
56.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00184705,0.00298936
56.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00164087,0.00465443
56.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.0012323,0.00557719
56.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00086264,0.00494046
56.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000205762,0.005646
56.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00129221,0.00580377
56.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00221636,0.00588033
56.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00179944,0.0040756
56.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00218567,0.00379482
57,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00257833,0.00257193
57.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00224351,0.00220188
57.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00288681,0.00300741
57.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00238349,0.003411
57.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00174849,0.0027553
57.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00204599,0.00194931
57.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00135268,0.00041715
57.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.0011485,0.000185652
57.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00278748,0.000553372
57.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00411337,0.000587713
58,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00324772,-0.00139468
58.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00231165,-0.00239178
58.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00196316,-0.00334262
58.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00130807,-0.00316891
58.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00102807,-0.00206494
58.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00179291,-0.00107855
58.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00136694,-0.0013312
58.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000578122,-0.00210828
58.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000609438,-0.00188935
58.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000749257,-0.000983689
59,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00160066,-0.000674005
59.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00277697,0.000683517
59.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00268288,0.000554213
59.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00252212,3.59298e-05
59.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00244942,0.000480409
59.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00285041,0.00133495
59.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00355402,0.00170816
59.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00401997,0.00235554
59.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00401809,0.00229155
59.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00291351,0.00152976
