bias_b,policy,t,regret_vs_surrogate,regret_vs_true,slope_surrogate,r2_surrogate,slope_true,r2_true,true_success,true_mean_cost,true_mean_reward,arm_share_small,arm_share_mid,arm_share_large,fit_lo,fit_hi,n_seeds
0.35,LinUCB,399,15.9999,34.8139,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,465,17.7979,40.5685,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,542,19.3994,47.7895,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,632,21.5445,57.3339,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,737,23.7412,68.4287,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,859,25.6686,79.9292,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,1002,28.3287,92.9474,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,1168,31.7589,108.8433,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,1362,35.3459,126.9426,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,1588,40.1092,148.5538,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,1852,44.7576,173.3894,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,2160,49.9541,203.5786,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,2518,55.2568,240.4168,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,2936,61.458,283.3305,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,3424,69.198,333.3605,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,3993,78.1487,394.1477,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,4656,86.7929,461.2878,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,5429,97.9375,543.0659,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,6330,109.6853,640.2725,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,7382,123.834,755.146,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,8607,141.1161,889.1213,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,10037,159.3215,1045.8955,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,11703,180.3423,1226.5019,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,13647,207.1084,1440.0219,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,15913,234.8123,1687.9177,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,18555,265.0856,1974.5804,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,21636,300.8321,2317.8508,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,25229,343.9394,2718.3253,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,29419,392.7297,3183.5715,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,34304,453.8222,3752.286,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
0.35,LinUCB,40000,522.7874,4403.4849,0.802,0.99886,1.052,0.99996,0.97564,2.6908,0.65275,0.0059,0.0622,0.9319,2000,40000,3
