experiment,policy,t,cum_regret,argmax_gap_scale,argmax_interior,fitted_slope,fit_r2,fit_prefactor,fit_lo,fit_hi,n_seeds,d,n_arms,sigma
fleet,random,58995,5596.546151,,,0.9986,0.99999,0.0967,2000,400000,6,10,3,
fleet,random,72975,6916.944371,,,0.9986,0.99999,0.0967,2000,400000,6,10,3,
fleet,random,90269,8558.530976,,,0.9986,0.99999,0.0967,2000,400000,6,10,3,
fleet,random,111660,10592.316774,,,0.9986,0.99999,0.0967,2000,400000,6,10,3,
fleet,random,138120,13121.575502,,,0.9986,0.99999,0.0967,2000,400000,6,10,3,
fleet,random,170851,16241.22204,,,0.9986,0.99999,0.0967,2000,400000,6,10,3,
fleet,random,211338,20076.408598,,,0.9986,0.99999,0.0967,2000,400000,6,10,3,
fleet,random,261420,24847.050185,,,0.9986,0.99999,0.0967,2000,400000,6,10,3,
fleet,random,323370,30740.93587,,,0.9986,0.99999,0.0967,2000,400000,6,10,3,
fleet,random,400000,38045.206173,,,0.9986,0.99999,0.0967,2000,400000,6,10,3,
fleet_crossover,paired final regret: difficulty-threshold - LinUCB,400000,-63.5398,,,,,49.9082,,400000,6,10,3,
fleet_crossover,LinUCB vs difficulty-threshold: first_crossing,-1,,,,,,,,400000,6,10,3,
fleet_crossover,LinUCB vs difficulty-threshold: sustained_crossing,-1,,,,,,,,400000,6,10,3,
fleet_long_horizon,LinUCB,40000,625.4918,,,0.7862,0.99857,0.14259,2000,40000,6,10,3,
fleet_long_horizon,LinUCB,120000,1728.8527,,,0.8252,0.99786,0.10135,2000,120000,6,10,3,
fleet_long_horizon,LinUCB,400000,5593.1474,,,0.8633,0.99727,0.07154,2000,400000,6,10,3,
fleet_long_horizon,LinUCB,1200000,16591.5697,,,0.8905,0.99724,0.05525,2000,1200000,6,10,3,
fleet_long_horizon,difficulty-threshold,40000,540.5793,,,1.0017,0.99992,0.01334,2000,40000,6,10,3,
fleet_long_horizon,difficulty-threshold,120000,1609.5946,,,0.9983,0.99996,0.01375,2000,120000,6,10,3,
fleet_long_horizon,difficulty-threshold,400000,5389.735,,,0.9984,0.99998,0.01374,2000,400000,6,10,3,
fleet_long_horizon,difficulty-threshold,1200000,16196.6325,,,0.999,0.99999,0.01365,2000,1200000,6,10,3,
fleet_long_horizon,paired final gap: difficulty-threshold - LinUCB [indistinguishable],1200000,-394.9372,,,,,552.5336,,1200000,6,10,3,
