scenario,anomaly_kind,method,fpr,tpr
manymode,spike,"C host binary, reorth",0.57,0.658333
manymode,spike,"C host binary, reorth",0.58,0.666667
manymode,spike,"C host binary, reorth",0.59,0.666667
manymode,spike,"C host binary, reorth",0.6,0.675
manymode,spike,"C host binary, reorth",0.61,0.683333
manymode,spike,"C host binary, reorth",0.62,0.708333
manymode,spike,"C host binary, reorth",0.63,0.733333
manymode,spike,"C host binary, reorth",0.64,0.75
manymode,spike,"C host binary, reorth",0.65,0.758333
manymode,spike,"C host binary, reorth",0.66,0.791667
manymode,spike,"C host binary, reorth",0.67,0.808333
manymode,spike,"C host binary, reorth",0.68,0.816667
manymode,spike,"C host binary, reorth",0.69,0.858333
manymode,spike,"C host binary, reorth",0.7,0.866667
manymode,spike,"C host binary, reorth",0.71,0.866667
manymode,spike,"C host binary, reorth",0.72,0.891667
manymode,spike,"C host binary, reorth",0.73,0.9
manymode,spike,"C host binary, reorth",0.74,0.9
manymode,spike,"C host binary, reorth",0.75,0.916667
manymode,spike,"C host binary, reorth",0.76,0.925
manymode,spike,"C host binary, reorth",0.77,0.95
manymode,spike,"C host binary, reorth",0.78,0.958333
manymode,spike,"C host binary, reorth",0.79,0.966667
manymode,spike,"C host binary, reorth",0.8,0.975
manymode,spike,"C host binary, reorth",0.81,0.991667
manymode,spike,"C host binary, reorth",0.82,0.991667
manymode,spike,"C host binary, reorth",0.83,0.991667
manymode,spike,"C host binary, reorth",0.84,0.991667
manymode,spike,"C host binary, reorth",0.85,0.991667
manymode,spike,"C host binary, reorth",0.86,0.991667
manymode,spike,"C host binary, reorth",0.87,1.0
manymode,spike,"C host binary, reorth",0.88,1.0
manymode,spike,"C host binary, reorth",0.89,1.0
manymode,spike,"C host binary, reorth",0.9,1.0
manymode,spike,"C host binary, reorth",0.91,1.0
manymode,spike,"C host binary, reorth",0.92,1.0
manymode,spike,"C host binary, reorth",0.93,1.0
manymode,spike,"C host binary, reorth",0.94,1.0
manymode,spike,"C host binary, reorth",0.95,1.0
manymode,spike,"C host binary, reorth",0.96,1.0
manymode,spike,"C host binary, reorth",0.97,1.0
manymode,spike,"C host binary, reorth",0.98,1.0
manymode,spike,"C host binary, reorth",0.99,1.0
manymode,spike,"C host binary, reorth",1.0,1.0
manymode,spike,"C host binary, no reorth",0.0,0.0
manymode,spike,"C host binary, no reorth",0.01,0.008333
manymode,spike,"C host binary, no reorth",0.02,0.033333
manymode,spike,"C host binary, no reorth",0.03,0.033333
manymode,spike,"C host binary, no reorth",0.04,0.041667
manymode,spike,"C host binary, no reorth",0.05,0.05
manymode,spike,"C host binary, no reorth",0.06,0.058333
manymode,spike,"C host binary, no reorth",0.07,0.083333
manymode,spike,"C host binary, no reorth",0.08,0.083333
manymode,spike,"C host binary, no reorth",0.09,0.108333
manymode,spike,"C host binary, no reorth",0.1,0.116667
manymode,spike,"C host binary, no reorth",0.11,0.125
manymode,spike,"C host binary, no reorth",0.12,0.141667
manymode,spike,"C host binary, no reorth",0.13,0.166667
manymode,spike,"C host binary, no reorth",0.14,0.183333
manymode,spike,"C host binary, no reorth",0.15,0.183333
manymode,spike,"C host binary, no reorth",0.16,0.183333
manymode,spike,"C host binary, no reorth",0.17,0.2
manymode,spike,"C host binary, no reorth",0.18,0.225
manymode,spike,"C host binary, no reorth",0.19,0.241667
manymode,spike,"C host binary, no reorth",0.2,0.25
manymode,spike,"C host binary, no reorth",0.21,0.266667
manymode,spike,"C host binary, no reorth",0.22,0.266667
manymode,spike,"C host binary, no reorth",0.23,0.291667
manymode,spike,"C host binary, no reorth",0.24,0.3
manymode,spike,"C host binary, no reorth",0.25,0.308333
manymode,spike,"C host binary, no reorth",0.26,0.325
manymode,spike,"C host binary, no reorth",0.27,0.35
manymode,spike,"C host binary, no reorth",0.28,0.35
manymode,spike,"C host binary, no reorth",0.29,0.35
manymode,spike,"C host binary, no reorth",0.3,0.358333
manymode,spike,"C host binary, no reorth",0.31,0.358333
manymode,spike,"C host binary, no reorth",0.32,0.366667
manymode,spike,"C host binary, no reorth",0.33,0.383333
manymode,spike,"C host binary, no reorth",0.34,0.383333
manymode,spike,"C host binary, no reorth",0.35,0.4
manymode,spike,"C host binary, no reorth",0.36,0.425
manymode,spike,"C host binary, no reorth",0.37,0.45
manymode,spike,"C host binary, no reorth",0.38,0.458333
manymode,spike,"C host binary, no reorth",0.39,0.458333
manymode,spike,"C host binary, no reorth",0.4,0.466667
manymode,spike,"C host binary, no reorth",0.41,0.491667
manymode,spike,"C host binary, no reorth",0.42,0.5
manymode,spike,"C host binary, no reorth",0.43,0.508333
manymode,spike,"C host binary, no reorth",0.44,0.533333
manymode,spike,"C host binary, no reorth",0.45,0.533333
manymode,spike,"C host binary, no reorth",0.46,0.533333
manymode,spike,"C host binary, no reorth",0.47,0.533333
manymode,spike,"C host binary, no reorth",0.48,0.541667
manymode,spike,"C host binary, no reorth",0.49,0.558333
manymode,spike,"C host binary, no reorth",0.5,0.575
manymode,spike,"C host binary, no reorth",0.51,0.575
manymode,spike,"C host binary, no reorth",0.52,0.6
manymode,spike,"C host binary, no reorth",0.53,0.608333
manymode,spike,"C host binary, no reorth",0.54,0.625
manymode,spike,"C host binary, no reorth",0.55,0.625
manymode,spike,"C host binary, no reorth",0.56,0.641667
manymode,spike,"C host binary, no reorth",0.57,0.658333
manymode,spike,"C host binary, no reorth",0.58,0.666667
manymode,spike,"C host binary, no reorth",0.59,0.666667
manymode,spike,"C host binary, no reorth",0.6,0.675
manymode,spike,"C host binary, no reorth",0.61,0.683333
manymode,spike,"C host binary, no reorth",0.62,0.708333
manymode,spike,"C host binary, no reorth",0.63,0.733333
manymode,spike,"C host binary, no reorth",0.64,0.75
manymode,spike,"C host binary, no reorth",0.65,0.758333
manymode,spike,"C host binary, no reorth",0.66,0.791667
manymode,spike,"C host binary, no reorth",0.67,0.808333
manymode,spike,"C host binary, no reorth",0.68,0.816667
manymode,spike,"C host binary, no reorth",0.69,0.858333
manymode,spike,"C host binary, no reorth",0.7,0.866667
manymode,spike,"C host binary, no reorth",0.71,0.866667
manymode,spike,"C host binary, no reorth",0.72,0.891667
manymode,spike,"C host binary, no reorth",0.73,0.9
manymode,spike,"C host binary, no reorth",0.74,0.9
manymode,spike,"C host binary, no reorth",0.75,0.916667
manymode,spike,"C host binary, no reorth",0.76,0.925
manymode,spike,"C host binary, no reorth",0.77,0.95
manymode,spike,"C host binary, no reorth",0.78,0.958333
manymode,spike,"C host binary, no reorth",0.79,0.966667
manymode,spike,"C host binary, no reorth",0.8,0.975
manymode,spike,"C host binary, no reorth",0.81,0.991667
manymode,spike,"C host binary, no reorth",0.82,0.991667
manymode,spike,"C host binary, no reorth",0.83,0.991667
manymode,spike,"C host binary, no reorth",0.84,0.991667
manymode,spike,"C host binary, no reorth",0.85,0.991667
manymode,spike,"C host binary, no reorth",0.86,0.991667
manymode,spike,"C host binary, no reorth",0.87,1.0
manymode,spike,"C host binary, no reorth",0.88,1.0
manymode,spike,"C host binary, no reorth",0.89,1.0
manymode,spike,"C host binary, no reorth",0.9,1.0
manymode,spike,"C host binary, no reorth",0.91,1.0
manymode,spike,"C host binary, no reorth",0.92,1.0
manymode,spike,"C host binary, no reorth",0.93,1.0
manymode,spike,"C host binary, no reorth",0.94,1.0
manymode,spike,"C host binary, no reorth",0.95,1.0
manymode,spike,"C host binary, no reorth",0.96,1.0
manymode,spike,"C host binary, no reorth",0.97,1.0
manymode,spike,"C host binary, no reorth",0.98,1.0
manymode,spike,"C host binary, no reorth",0.99,1.0
manymode,spike,"C host binary, no reorth",1.0,1.0
manymode,spike,"C host binary, float32, reorth",0.0,0.0
manymode,spike,"C host binary, float32, reorth",0.01,0.008333
manymode,spike,"C host binary, float32, reorth",0.02,0.033333
manymode,spike,"C host binary, float32, reorth",0.03,0.033333
manymode,spike,"C host binary, float32, reorth",0.04,0.041667
manymode,spike,"C host binary, float32, reorth",0.05,0.05
manymode,spike,"C host binary, float32, reorth",0.06,0.058333
manymode,spike,"C host binary, float32, reorth",0.07,0.083333
manymode,spike,"C host binary, float32, reorth",0.08,0.083333
manymode,spike,"C host binary, float32, reorth",0.09,0.108333
manymode,spike,"C host binary, float32, reorth",0.1,0.116667
manymode,spike,"C host binary, float32, reorth",0.11,0.125
manymode,spike,"C host binary, float32, reorth",0.12,0.141667
manymode,spike,"C host binary, float32, reorth",0.13,0.166667
manymode,spike,"C host binary, float32, reorth",0.14,0.183333
manymode,spike,"C host binary, float32, reorth",0.15,0.183333
manymode,spike,"C host binary, float32, reorth",0.16,0.183333
manymode,spike,"C host binary, float32, reorth",0.17,0.2
manymode,spike,"C host binary, float32, reorth",0.18,0.225
manymode,spike,"C host binary, float32, reorth",0.19,0.241667
manymode,spike,"C host binary, float32, reorth",0.2,0.25
manymode,spike,"C host binary, float32, reorth",0.21,0.266667
manymode,spike,"C host binary, float32, reorth",0.22,0.266667
manymode,spike,"C host binary, float32, reorth",0.23,0.291667
manymode,spike,"C host binary, float32, reorth",0.24,0.3
manymode,spike,"C host binary, float32, reorth",0.25,0.308333
manymode,spike,"C host binary, float32, reorth",0.26,0.325
manymode,spike,"C host binary, float32, reorth",0.27,0.35
manymode,spike,"C host binary, float32, reorth",0.28,0.35
manymode,spike,"C host binary, float32, reorth",0.29,0.35
manymode,spike,"C host binary, float32, reorth",0.3,0.358333
manymode,spike,"C host binary, float32, reorth",0.31,0.358333
manymode,spike,"C host binary, float32, reorth",0.32,0.366667
manymode,spike,"C host binary, float32, reorth",0.33,0.383333
manymode,spike,"C host binary, float32, reorth",0.34,0.383333
manymode,spike,"C host binary, float32, reorth",0.35,0.4
manymode,spike,"C host binary, float32, reorth",0.36,0.425
manymode,spike,"C host binary, float32, reorth",0.37,0.45
manymode,spike,"C host binary, float32, reorth",0.38,0.458333
manymode,spike,"C host binary, float32, reorth",0.39,0.458333
manymode,spike,"C host binary, float32, reorth",0.4,0.466667
manymode,spike,"C host binary, float32, reorth",0.41,0.491667
manymode,spike,"C host binary, float32, reorth",0.42,0.5
manymode,spike,"C host binary, float32, reorth",0.43,0.508333
manymode,spike,"C host binary, float32, reorth",0.44,0.533333
manymode,spike,"C host binary, float32, reorth",0.45,0.533333
manymode,spike,"C host binary, float32, reorth",0.46,0.533333
manymode,spike,"C host binary, float32, reorth",0.47,0.533333
manymode,spike,"C host binary, float32, reorth",0.48,0.541667
manymode,spike,"C host binary, float32, reorth",0.49,0.558333
manymode,spike,"C host binary, float32, reorth",0.5,0.575
manymode,spike,"C host binary, float32, reorth",0.51,0.575
manymode,spike,"C host binary, float32, reorth",0.52,0.6
manymode,spike,"C host binary, float32, reorth",0.53,0.608333
manymode,spike,"C host binary, float32, reorth",0.54,0.625
manymode,spike,"C host binary, float32, reorth",0.55,0.625
manymode,spike,"C host binary, float32, reorth",0.56,0.641667
manymode,spike,"C host binary, float32, reorth",0.57,0.658333
manymode,spike,"C host binary, float32, reorth",0.58,0.666667
manymode,spike,"C host binary, float32, reorth",0.59,0.666667
manymode,spike,"C host binary, float32, reorth",0.6,0.675
manymode,spike,"C host binary, float32, reorth",0.61,0.683333
manymode,spike,"C host binary, float32, reorth",0.62,0.708333
manymode,spike,"C host binary, float32, reorth",0.63,0.733333
manymode,spike,"C host binary, float32, reorth",0.64,0.75
manymode,spike,"C host binary, float32, reorth",0.65,0.758333
manymode,spike,"C host binary, float32, reorth",0.66,0.791667
manymode,spike,"C host binary, float32, reorth",0.67,0.808333
manymode,spike,"C host binary, float32, reorth",0.68,0.816667
manymode,spike,"C host binary, float32, reorth",0.69,0.858333
manymode,spike,"C host binary, float32, reorth",0.7,0.866667
manymode,spike,"C host binary, float32, reorth",0.71,0.866667
manymode,spike,"C host binary, float32, reorth",0.72,0.891667
manymode,spike,"C host binary, float32, reorth",0.73,0.9
manymode,spike,"C host binary, float32, reorth",0.74,0.9
manymode,spike,"C host binary, float32, reorth",0.75,0.916667
manymode,spike,"C host binary, float32, reorth",0.76,0.925
manymode,spike,"C host binary, float32, reorth",0.77,0.95
manymode,spike,"C host binary, float32, reorth",0.78,0.958333
